country,year,matrix,organism,antibiotic,percent_resistant,n_isolates,antibiotic_class,matrix_group
Austria,2023,bovine_meat,E. coli (ESBL/AmpC),AmpC_PHENO,0.0,317.0,Other,meat
Austria,2023,bovine_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,1.26,317.0,Other,meat
Austria,2023,bovine_meat,E. coli (ESBL/AmpC),ESBL_PHENO,2.52,317.0,Other,meat
Austria,2023,cattle,C. coli,CHL,0.0,6.0,Phenicols,animal
Austria,2023,cattle,C. coli,CIP,83.3,6.0,Fluoroquinolones,animal
Austria,2023,cattle,C. coli,ERY,0.0,6.0,Macrolides,animal
Austria,2023,cattle,C. coli,ETP,66.7,6.0,Carbapenems,animal
Austria,2023,cattle,C. coli,GEN,0.0,6.0,Aminoglycosides,animal
Austria,2023,cattle,C. coli,TET,83.3,6.0,Tetracyclines,animal
Austria,2023,cattle,C. jejuni,CHL,0.0,104.0,Phenicols,animal
Austria,2023,cattle,C. jejuni,CIP,57.7,104.0,Fluoroquinolones,animal
Austria,2023,cattle,C. jejuni,ERY,0.0,104.0,Macrolides,animal
Austria,2023,cattle,C. jejuni,ETP,4.8,104.0,Carbapenems,animal
Austria,2023,cattle,C. jejuni,GEN,0.0,104.0,Aminoglycosides,animal
Austria,2023,cattle,C. jejuni,TET,44.2,104.0,Tetracyclines,animal
Austria,2023,cattle,E. coli,AMK,0.0,181.0,Aminoglycosides,animal
Austria,2023,cattle,E. coli,AMP,6.6,181.0,Penicillins,animal
Austria,2023,cattle,E. coli,AZM,0.0,181.0,Macrolides,animal
Austria,2023,cattle,E. coli,CAZ,1.1,181.0,Cephalosporins,animal
Austria,2023,cattle,E. coli,CHL,2.8,181.0,Phenicols,animal
Austria,2023,cattle,E. coli,CIP,2.8,181.0,Fluoroquinolones,animal
Austria,2023,cattle,E. coli,COL,0.0,181.0,Polymyxins,animal
Austria,2023,cattle,E. coli,CTX,1.1,181.0,Cephalosporins,animal
Austria,2023,cattle,E. coli,GEN,0.0,181.0,Aminoglycosides,animal
Austria,2023,cattle,E. coli,MEM,0.0,181.0,Carbapenems,animal
Austria,2023,cattle,E. coli,NAL,1.7,181.0,Quinolones,animal
Austria,2023,cattle,E. coli,SMX,9.4,181.0,Sulfonamides,animal
Austria,2023,cattle,E. coli,TET,13.3,181.0,Tetracyclines,animal
Austria,2023,cattle,E. coli,TGC,0.0,181.0,Tetracyclines,animal
Austria,2023,cattle,E. coli,TMP,5.5,181.0,Trimethoprim,animal
Austria,2023,cattle,E. coli (ESBL/AmpC),AmpC_PHENO,3.99,276.0,Other,animal
Austria,2023,cattle,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,13.95,276.0,Other,animal
Austria,2023,cattle,E. coli (ESBL/AmpC),ESBL_PHENO,23.91,276.0,Other,animal
Austria,2023,cattle,S. Typhimurium,AMK,0.0,2.0,Aminoglycosides,animal
Austria,2023,cattle,S. Typhimurium,AMP,0.0,2.0,Penicillins,animal
Austria,2023,cattle,S. Typhimurium,AZM,0.0,2.0,Macrolides,animal
Austria,2023,cattle,S. Typhimurium,CAZ,0.0,2.0,Cephalosporins,animal
Austria,2023,cattle,S. Typhimurium,CHL,0.0,2.0,Phenicols,animal
Austria,2023,cattle,S. Typhimurium,CIP,0.0,2.0,Fluoroquinolones,animal
Austria,2023,cattle,S. Typhimurium,COL,0.0,2.0,Polymyxins,animal
Austria,2023,cattle,S. Typhimurium,CTX,0.0,2.0,Cephalosporins,animal
Austria,2023,cattle,S. Typhimurium,GEN,0.0,2.0,Aminoglycosides,animal
Austria,2023,cattle,S. Typhimurium,MEM,0.0,2.0,Carbapenems,animal
Austria,2023,cattle,S. Typhimurium,NAL,0.0,2.0,Quinolones,animal
Austria,2023,cattle,S. Typhimurium,SMX,0.0,2.0,Sulfonamides,animal
Austria,2023,cattle,S. Typhimurium,TET,0.0,2.0,Tetracyclines,animal
Austria,2023,cattle,S. Typhimurium,TGC,0.0,2.0,Tetracyclines,animal
Austria,2023,cattle,S. Typhimurium,TMP,0.0,2.0,Trimethoprim,animal
Austria,2023,cattle,Salmonella spp.,AMK,0.0,4.0,Aminoglycosides,animal
Austria,2023,cattle,Salmonella spp.,AMP,0.0,4.0,Penicillins,animal
Austria,2023,cattle,Salmonella spp.,AZM,0.0,4.0,Macrolides,animal
Austria,2023,cattle,Salmonella spp.,CAZ,0.0,4.0,Cephalosporins,animal
Austria,2023,cattle,Salmonella spp.,CHL,0.0,4.0,Phenicols,animal
Austria,2023,cattle,Salmonella spp.,CIP,0.0,4.0,Fluoroquinolones,animal
Austria,2023,cattle,Salmonella spp.,COL,0.0,4.0,Polymyxins,animal
Austria,2023,cattle,Salmonella spp.,CTX,0.0,4.0,Cephalosporins,animal
Austria,2023,cattle,Salmonella spp.,GEN,0.0,4.0,Aminoglycosides,animal
Austria,2023,cattle,Salmonella spp.,MEM,0.0,4.0,Carbapenems,animal
Austria,2023,cattle,Salmonella spp.,NAL,0.0,4.0,Quinolones,animal
Austria,2023,cattle,Salmonella spp.,SMX,0.0,4.0,Sulfonamides,animal
Austria,2023,cattle,Salmonella spp.,TET,0.0,4.0,Tetracyclines,animal
Austria,2023,cattle,Salmonella spp.,TGC,0.0,4.0,Tetracyclines,animal
Austria,2023,cattle,Salmonella spp.,TMP,0.0,4.0,Trimethoprim,animal
Austria,2023,pig_meat,E. coli (ESBL/AmpC),AmpC_PHENO,0.31,321.0,Other,meat
Austria,2023,pig_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,2.335,321.0,Other,meat
Austria,2023,pig_meat,E. coli (ESBL/AmpC),ESBL_PHENO,4.36,321.0,Other,meat
Austria,2023,pigs,C. coli,CHL,0.0,180.0,Phenicols,animal
Austria,2023,pigs,C. coli,CIP,60.6,180.0,Fluoroquinolones,animal
Austria,2023,pigs,C. coli,ERY,3.9,180.0,Macrolides,animal
Austria,2023,pigs,C. coli,ETP,11.1,180.0,Carbapenems,animal
Austria,2023,pigs,C. coli,GEN,0.6,180.0,Aminoglycosides,animal
Austria,2023,pigs,C. coli,TET,83.9,180.0,Tetracyclines,animal
Austria,2023,pigs,C. jejuni,CHL,0.0,1.0,Phenicols,animal
Austria,2023,pigs,C. jejuni,CIP,100.0,1.0,Fluoroquinolones,animal
Austria,2023,pigs,C. jejuni,ERY,0.0,1.0,Macrolides,animal
Austria,2023,pigs,C. jejuni,ETP,0.0,1.0,Carbapenems,animal
Austria,2023,pigs,C. jejuni,GEN,0.0,1.0,Aminoglycosides,animal
Austria,2023,pigs,C. jejuni,TET,100.0,1.0,Tetracyclines,animal
Austria,2023,pigs,E. coli,AMK,0.6,172.0,Aminoglycosides,animal
Austria,2023,pigs,E. coli,AMP,18.0,172.0,Penicillins,animal
Austria,2023,pigs,E. coli,AZM,0.6,172.0,Macrolides,animal
Austria,2023,pigs,E. coli,CAZ,1.7,172.0,Cephalosporins,animal
Austria,2023,pigs,E. coli,CHL,4.7,172.0,Phenicols,animal
Austria,2023,pigs,E. coli,CIP,1.7,172.0,Fluoroquinolones,animal
Austria,2023,pigs,E. coli,COL,0.0,172.0,Polymyxins,animal
Austria,2023,pigs,E. coli,CTX,1.7,172.0,Cephalosporins,animal
Austria,2023,pigs,E. coli,GEN,1.7,172.0,Aminoglycosides,animal
Austria,2023,pigs,E. coli,MEM,0.0,172.0,Carbapenems,animal
Austria,2023,pigs,E. coli,NAL,1.2,172.0,Quinolones,animal
Austria,2023,pigs,E. coli,SMX,20.3,172.0,Sulfonamides,animal
Austria,2023,pigs,E. coli,TET,33.1,172.0,Tetracyclines,animal
Austria,2023,pigs,E. coli,TGC,1.2,172.0,Tetracyclines,animal
Austria,2023,pigs,E. coli,TMP,14.0,172.0,Trimethoprim,animal
Austria,2023,pigs,E. coli (ESBL/AmpC),AmpC_PHENO,4.38,297.0,Other,animal
Austria,2023,pigs,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,32.83,297.0,Other,animal
Austria,2023,pigs,E. coli (ESBL/AmpC),ESBL_PHENO,61.28,297.0,Other,animal
Austria,2023,pigs,S. Derby,AMK,0.0,3.0,Aminoglycosides,animal
Austria,2023,pigs,S. Derby,AMP,0.0,3.0,Penicillins,animal
Austria,2023,pigs,S. Derby,AZM,0.0,3.0,Macrolides,animal
Austria,2023,pigs,S. Derby,CAZ,0.0,3.0,Cephalosporins,animal
Austria,2023,pigs,S. Derby,CHL,0.0,3.0,Phenicols,animal
Austria,2023,pigs,S. Derby,CIP,0.0,3.0,Fluoroquinolones,animal
Austria,2023,pigs,S. Derby,COL,0.0,3.0,Polymyxins,animal
Austria,2023,pigs,S. Derby,CTX,0.0,3.0,Cephalosporins,animal
Austria,2023,pigs,S. Derby,GEN,0.0,3.0,Aminoglycosides,animal
Austria,2023,pigs,S. Derby,MEM,0.0,3.0,Carbapenems,animal
Austria,2023,pigs,S. Derby,NAL,0.0,3.0,Quinolones,animal
Austria,2023,pigs,S. Derby,SMX,100.0,3.0,Sulfonamides,animal
Austria,2023,pigs,S. Derby,TET,100.0,3.0,Tetracyclines,animal
Austria,2023,pigs,S. Derby,TGC,0.0,3.0,Tetracyclines,animal
Austria,2023,pigs,S. Derby,TMP,0.0,3.0,Trimethoprim,animal
Austria,2023,pigs,S. Typhimurium,AMK,0.0,1.0,Aminoglycosides,animal
Austria,2023,pigs,S. Typhimurium,AMP,0.0,1.0,Penicillins,animal
Austria,2023,pigs,S. Typhimurium,AZM,0.0,1.0,Macrolides,animal
Austria,2023,pigs,S. Typhimurium,CAZ,0.0,1.0,Cephalosporins,animal
Austria,2023,pigs,S. Typhimurium,CHL,0.0,1.0,Phenicols,animal
Austria,2023,pigs,S. Typhimurium,CIP,0.0,1.0,Fluoroquinolones,animal
Austria,2023,pigs,S. Typhimurium,COL,0.0,1.0,Polymyxins,animal
Austria,2023,pigs,S. Typhimurium,CTX,0.0,1.0,Cephalosporins,animal
Austria,2023,pigs,S. Typhimurium,GEN,0.0,1.0,Aminoglycosides,animal
Austria,2023,pigs,S. Typhimurium,MEM,0.0,1.0,Carbapenems,animal
Austria,2023,pigs,S. Typhimurium,NAL,0.0,1.0,Quinolones,animal
Austria,2023,pigs,S. Typhimurium,SMX,0.0,1.0,Sulfonamides,animal
Austria,2023,pigs,S. Typhimurium,TET,0.0,1.0,Tetracyclines,animal
Austria,2023,pigs,S. Typhimurium,TGC,0.0,1.0,Tetracyclines,animal
Austria,2023,pigs,S. Typhimurium,TMP,0.0,1.0,Trimethoprim,animal
Austria,2023,pigs,S. Typhimurium (mono),AMK,0.0,1.0,Aminoglycosides,animal
Austria,2023,pigs,S. Typhimurium (mono),AMP,100.0,1.0,Penicillins,animal
Austria,2023,pigs,S. Typhimurium (mono),AZM,0.0,1.0,Macrolides,animal
Austria,2023,pigs,S. Typhimurium (mono),CAZ,0.0,1.0,Cephalosporins,animal
Austria,2023,pigs,S. Typhimurium (mono),CHL,0.0,1.0,Phenicols,animal
Austria,2023,pigs,S. Typhimurium (mono),CIP,0.0,1.0,Fluoroquinolones,animal
Austria,2023,pigs,S. Typhimurium (mono),COL,0.0,1.0,Polymyxins,animal
Austria,2023,pigs,S. Typhimurium (mono),CTX,0.0,1.0,Cephalosporins,animal
Austria,2023,pigs,S. Typhimurium (mono),GEN,0.0,1.0,Aminoglycosides,animal
Austria,2023,pigs,S. Typhimurium (mono),MEM,0.0,1.0,Carbapenems,animal
Austria,2023,pigs,S. Typhimurium (mono),NAL,0.0,1.0,Quinolones,animal
Austria,2023,pigs,S. Typhimurium (mono),SMX,100.0,1.0,Sulfonamides,animal
Austria,2023,pigs,S. Typhimurium (mono),TET,100.0,1.0,Tetracyclines,animal
Austria,2023,pigs,S. Typhimurium (mono),TGC,0.0,1.0,Tetracyclines,animal
Austria,2023,pigs,S. Typhimurium (mono),TMP,0.0,1.0,Trimethoprim,animal
Austria,2023,pigs,Salmonella spp.,AMK,0.0,8.0,Aminoglycosides,animal
Austria,2023,pigs,Salmonella spp.,AMP,37.5,8.0,Penicillins,animal
Austria,2023,pigs,Salmonella spp.,AZM,0.0,8.0,Macrolides,animal
Austria,2023,pigs,Salmonella spp.,CAZ,0.0,8.0,Cephalosporins,animal
Austria,2023,pigs,Salmonella spp.,CHL,12.5,8.0,Phenicols,animal
Austria,2023,pigs,Salmonella spp.,CIP,0.0,8.0,Fluoroquinolones,animal
Austria,2023,pigs,Salmonella spp.,COL,0.0,8.0,Polymyxins,animal
Austria,2023,pigs,Salmonella spp.,CTX,0.0,8.0,Cephalosporins,animal
Austria,2023,pigs,Salmonella spp.,GEN,0.0,8.0,Aminoglycosides,animal
Austria,2023,pigs,Salmonella spp.,MEM,0.0,8.0,Carbapenems,animal
Austria,2023,pigs,Salmonella spp.,NAL,0.0,8.0,Quinolones,animal
Austria,2023,pigs,Salmonella spp.,SMX,75.0,8.0,Sulfonamides,animal
Austria,2023,pigs,Salmonella spp.,TET,75.0,8.0,Tetracyclines,animal
Austria,2023,pigs,Salmonella spp.,TGC,12.5,8.0,Tetracyclines,animal
Austria,2023,pigs,Salmonella spp.,TMP,25.0,8.0,Trimethoprim,animal
Austria,2024,broiler_meat,E. coli (ESBL/AmpC),AmpC_PHENO,4.8,310.0,Other,meat
Austria,2024,broiler_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,10.3,310.0,Other,meat
Austria,2024,broiler_meat,E. coli (ESBL/AmpC),ESBL_PHENO,15.8,310.0,Other,meat
Austria,2024,broilers,C. coli,CHL,0.0,54.0,Phenicols,animal
Austria,2024,broilers,C. coli,CIP,72.2,54.0,Fluoroquinolones,animal
Austria,2024,broilers,C. coli,ERY,1.9,54.0,Macrolides,animal
Austria,2024,broilers,C. coli,ETP,64.8,54.0,Carbapenems,animal
Austria,2024,broilers,C. coli,GEN,0.0,54.0,Aminoglycosides,animal
Austria,2024,broilers,C. coli,TET,53.7,54.0,Tetracyclines,animal
Austria,2024,broilers,C. jejuni,CHL,0.0,164.0,Phenicols,animal
Austria,2024,broilers,C. jejuni,CIP,72.0,164.0,Fluoroquinolones,animal
Austria,2024,broilers,C. jejuni,ERY,0.0,164.0,Macrolides,animal
Austria,2024,broilers,C. jejuni,ETP,7.9,164.0,Carbapenems,animal
Austria,2024,broilers,C. jejuni,GEN,0.0,164.0,Aminoglycosides,animal
Austria,2024,broilers,C. jejuni,TET,43.9,164.0,Tetracyclines,animal
Austria,2024,broilers,E. coli,AMK,0.0,199.0,Aminoglycosides,animal
Austria,2024,broilers,E. coli,AMP,40.7,199.0,Penicillins,animal
Austria,2024,broilers,E. coli,AZM,0.0,199.0,Macrolides,animal
Austria,2024,broilers,E. coli,CAZ,1.5,199.0,Cephalosporins,animal
Austria,2024,broilers,E. coli,CHL,4.0,199.0,Phenicols,animal
Austria,2024,broilers,E. coli,CIP,50.3,199.0,Fluoroquinolones,animal
Austria,2024,broilers,E. coli,COL,0.0,199.0,Polymyxins,animal
Austria,2024,broilers,E. coli,CTX,1.0,199.0,Cephalosporins,animal
Austria,2024,broilers,E. coli,GEN,4.5,199.0,Aminoglycosides,animal
Austria,2024,broilers,E. coli,MEM,0.0,199.0,Carbapenems,animal
Austria,2024,broilers,E. coli,NAL,44.7,199.0,Quinolones,animal
Austria,2024,broilers,E. coli,SMX,33.2,199.0,Sulfonamides,animal
Austria,2024,broilers,E. coli,TET,25.1,199.0,Tetracyclines,animal
Austria,2024,broilers,E. coli,TGC,0.0,199.0,Tetracyclines,animal
Austria,2024,broilers,E. coli,TMP,28.6,199.0,Trimethoprim,animal
Austria,2024,broilers,E. coli (ESBL/AmpC),AmpC_PHENO,4.8,310.0,Other,animal
Austria,2024,broilers,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,7.9,310.0,Other,animal
Austria,2024,broilers,E. coli (ESBL/AmpC),ESBL_PHENO,11.0,310.0,Other,animal
Austria,2024,broilers,S. Enteritidis,AMK,5.555555555555555,18.0,Aminoglycosides,animal
Austria,2024,broilers,S. Enteritidis,AMP,0.0,18.0,Penicillins,animal
Austria,2024,broilers,S. Enteritidis,AZM,0.0,18.0,Macrolides,animal
Austria,2024,broilers,S. Enteritidis,CAZ,0.0,18.0,Cephalosporins,animal
Austria,2024,broilers,S. Enteritidis,CHL,0.0,18.0,Phenicols,animal
Austria,2024,broilers,S. Enteritidis,CIP,5.555555555555555,18.0,Fluoroquinolones,animal
Austria,2024,broilers,S. Enteritidis,COL,5.555555555555555,18.0,Polymyxins,animal
Austria,2024,broilers,S. Enteritidis,CTX,0.0,18.0,Cephalosporins,animal
Austria,2024,broilers,S. Enteritidis,GEN,0.0,18.0,Aminoglycosides,animal
Austria,2024,broilers,S. Enteritidis,MEM,0.0,18.0,Carbapenems,animal
Austria,2024,broilers,S. Enteritidis,NAL,5.555555555555555,18.0,Quinolones,animal
Austria,2024,broilers,S. Enteritidis,SMX,0.0,18.0,Sulfonamides,animal
Austria,2024,broilers,S. Enteritidis,TET,0.0,18.0,Tetracyclines,animal
Austria,2024,broilers,S. Enteritidis,TGC,0.0,18.0,Tetracyclines,animal
Austria,2024,broilers,S. Enteritidis,TMP,0.0,18.0,Trimethoprim,animal
Austria,2024,broilers,S. Infantis,AMK,10.20408163265306,98.0,Aminoglycosides,animal
Austria,2024,broilers,S. Infantis,AMP,2.040816326530612,98.0,Penicillins,animal
Austria,2024,broilers,S. Infantis,AZM,0.0,98.0,Macrolides,animal
Austria,2024,broilers,S. Infantis,CAZ,0.0,98.0,Cephalosporins,animal
Austria,2024,broilers,S. Infantis,CHL,0.0,98.0,Phenicols,animal
Austria,2024,broilers,S. Infantis,CIP,98.9795918367347,98.0,Fluoroquinolones,animal
Austria,2024,broilers,S. Infantis,COL,0.0,98.0,Polymyxins,animal
Austria,2024,broilers,S. Infantis,CTX,0.0,98.0,Cephalosporins,animal
Austria,2024,broilers,S. Infantis,GEN,0.0,98.0,Aminoglycosides,animal
Austria,2024,broilers,S. Infantis,MEM,0.0,98.0,Carbapenems,animal
Austria,2024,broilers,S. Infantis,NAL,98.9795918367347,98.0,Quinolones,animal
Austria,2024,broilers,S. Infantis,SMX,87.75510204081633,98.0,Sulfonamides,animal
Austria,2024,broilers,S. Infantis,TET,93.87755102040816,98.0,Tetracyclines,animal
Austria,2024,broilers,S. Infantis,TGC,3.061224489795918,98.0,Tetracyclines,animal
Austria,2024,broilers,S. Infantis,TMP,0.0,98.0,Trimethoprim,animal
Austria,2024,broilers,Salmonella spp.,AMK,13.04347826086956,161.0,Aminoglycosides,animal
Austria,2024,broilers,Salmonella spp.,AMP,6.832298136645963,161.0,Penicillins,animal
Austria,2024,broilers,Salmonella spp.,AZM,0.0,161.0,Macrolides,animal
Austria,2024,broilers,Salmonella spp.,CAZ,0.0,161.0,Cephalosporins,animal
Austria,2024,broilers,Salmonella spp.,CHL,0.6211180124223602,161.0,Phenicols,animal
Austria,2024,broilers,Salmonella spp.,CIP,62.73291925465838,161.0,Fluoroquinolones,animal
Austria,2024,broilers,Salmonella spp.,COL,1.24223602484472,161.0,Polymyxins,animal
Austria,2024,broilers,Salmonella spp.,CTX,0.0,161.0,Cephalosporins,animal
Austria,2024,broilers,Salmonella spp.,GEN,0.0,161.0,Aminoglycosides,animal
Austria,2024,broilers,Salmonella spp.,MEM,0.0,161.0,Carbapenems,animal
Austria,2024,broilers,Salmonella spp.,NAL,62.73291925465838,161.0,Quinolones,animal
Austria,2024,broilers,Salmonella spp.,SMX,57.7639751552795,161.0,Sulfonamides,animal
Austria,2024,broilers,Salmonella spp.,TET,57.7639751552795,161.0,Tetracyclines,animal
Austria,2024,broilers,Salmonella spp.,TGC,1.863354037267081,161.0,Tetracyclines,animal
Austria,2024,broilers,Salmonella spp.,TMP,3.726708074534161,161.0,Trimethoprim,animal
Austria,2024,human,C. coli,CIP,85.4,96.0,Fluoroquinolones,human
Austria,2024,human,C. coli,ERY,2.1,96.0,Macrolides,human
Austria,2024,human,C. coli,GEN,1.0,96.0,Aminoglycosides,human
Austria,2024,human,C. coli,TET,51.0,96.0,Tetracyclines,human
Austria,2024,human,C. jejuni,CIP,74.6,406.0,Fluoroquinolones,human
Austria,2024,human,C. jejuni,ERY,0.2,406.0,Macrolides,human
Austria,2024,human,C. jejuni,GEN,0.0,406.0,Aminoglycosides,human
Austria,2024,human,C. jejuni,TET,52.7,406.0,Tetracyclines,human
Austria,2024,human,S. Enteritidis,AMP,9.2,563.0,Penicillins,human
Austria,2024,human,S. Enteritidis,AZM,0.4,563.0,Macrolides,human
Austria,2024,human,S. Enteritidis,CAZ,1.1,563.0,Cephalosporins,human
Austria,2024,human,S. Enteritidis,CHL,0.9,563.0,Phenicols,human
Austria,2024,human,S. Enteritidis,CIP,33.9,563.0,Fluoroquinolones,human
Austria,2024,human,S. Enteritidis,CTX,1.1,563.0,Cephalosporins,human
Austria,2024,human,S. Enteritidis,GEN,0.4,563.0,Aminoglycosides,human
Austria,2024,human,S. Enteritidis,MEM,0.0,563.0,Carbapenems,human
Austria,2024,human,S. Enteritidis,NAL,33.9,563.0,Quinolones,human
Austria,2024,human,S. Enteritidis,SMX,0.0,563.0,Sulfonamides,human
Austria,2024,human,S. Enteritidis,TET,8.0,563.0,Tetracyclines,human
Austria,2024,human,S. Enteritidis,TGC,0.0,563.0,Tetracyclines,human
Austria,2024,human,S. Enteritidis,TMP,0.0,563.0,Trimethoprim,human
Austria,2024,human,S. Infantis,AMP,20.6,63.0,Penicillins,human
Austria,2024,human,S. Infantis,AZM,1.6,63.0,Macrolides,human
Austria,2024,human,S. Infantis,CAZ,3.2,63.0,Cephalosporins,human
Austria,2024,human,S. Infantis,CHL,15.9,63.0,Phenicols,human
Austria,2024,human,S. Infantis,CIP,76.2,63.0,Fluoroquinolones,human
Austria,2024,human,S. Infantis,CTX,6.3,63.0,Cephalosporins,human
Austria,2024,human,S. Infantis,GEN,3.2,63.0,Aminoglycosides,human
Austria,2024,human,S. Infantis,MEM,0.0,63.0,Carbapenems,human
Austria,2024,human,S. Infantis,NAL,76.2,63.0,Quinolones,human
Austria,2024,human,S. Infantis,SMX,71.4,63.0,Sulfonamides,human
Austria,2024,human,S. Infantis,TET,71.4,63.0,Tetracyclines,human
Austria,2024,human,S. Infantis,TGC,7.9,63.0,Tetracyclines,human
Austria,2024,human,S. Infantis,TMP,12.7,63.0,Trimethoprim,human
Austria,2024,human,S. Kentucky,AMP,78.6,14.0,Penicillins,human
Austria,2024,human,S. Kentucky,AZM,28.6,14.0,Macrolides,human
Austria,2024,human,S. Kentucky,CAZ,64.3,14.0,Cephalosporins,human
Austria,2024,human,S. Kentucky,CHL,50.0,14.0,Phenicols,human
Austria,2024,human,S. Kentucky,CIP,85.7,14.0,Fluoroquinolones,human
Austria,2024,human,S. Kentucky,CTX,64.3,14.0,Cephalosporins,human
Austria,2024,human,S. Kentucky,GEN,71.4,14.0,Aminoglycosides,human
Austria,2024,human,S. Kentucky,MEM,0.0,14.0,Carbapenems,human
Austria,2024,human,S. Kentucky,NAL,85.7,14.0,Quinolones,human
Austria,2024,human,S. Kentucky,SMX,78.6,14.0,Sulfonamides,human
Austria,2024,human,S. Kentucky,TET,78.6,14.0,Tetracyclines,human
Austria,2024,human,S. Kentucky,TGC,35.7,14.0,Tetracyclines,human
Austria,2024,human,S. Kentucky,TMP,7.1,14.0,Trimethoprim,human
Austria,2024,human,S. Typhimurium,AMP,17.3,127.0,Penicillins,human
Austria,2024,human,S. Typhimurium,AZM,0.0,127.0,Macrolides,human
Austria,2024,human,S. Typhimurium,CAZ,0.8,127.0,Cephalosporins,human
Austria,2024,human,S. Typhimurium,CHL,6.3,127.0,Phenicols,human
Austria,2024,human,S. Typhimurium,CIP,7.9,127.0,Fluoroquinolones,human
Austria,2024,human,S. Typhimurium,CTX,0.8,127.0,Cephalosporins,human
Austria,2024,human,S. Typhimurium,GEN,0.0,127.0,Aminoglycosides,human
Austria,2024,human,S. Typhimurium,MEM,0.0,127.0,Carbapenems,human
Austria,2024,human,S. Typhimurium,NAL,7.9,127.0,Quinolones,human
Austria,2024,human,S. Typhimurium,SMX,18.1,127.0,Sulfonamides,human
Austria,2024,human,S. Typhimurium,TET,15.7,127.0,Tetracyclines,human
Austria,2024,human,S. Typhimurium,TGC,0.0,127.0,Tetracyclines,human
Austria,2024,human,S. Typhimurium,TMP,1.6,127.0,Trimethoprim,human
Austria,2024,human,S. Typhimurium (mono),AMP,59.4,128.0,Penicillins,human
Austria,2024,human,S. Typhimurium (mono),AZM,0.0,128.0,Macrolides,human
Austria,2024,human,S. Typhimurium (mono),CAZ,0.8,128.0,Cephalosporins,human
Austria,2024,human,S. Typhimurium (mono),CHL,3.9,128.0,Phenicols,human
Austria,2024,human,S. Typhimurium (mono),CIP,7.0,128.0,Fluoroquinolones,human
Austria,2024,human,S. Typhimurium (mono),CTX,0.8,128.0,Cephalosporins,human
Austria,2024,human,S. Typhimurium (mono),GEN,1.6,128.0,Aminoglycosides,human
Austria,2024,human,S. Typhimurium (mono),MEM,0.0,128.0,Carbapenems,human
Austria,2024,human,S. Typhimurium (mono),NAL,6.3,128.0,Quinolones,human
Austria,2024,human,S. Typhimurium (mono),SMX,55.5,128.0,Sulfonamides,human
Austria,2024,human,S. Typhimurium (mono),TET,55.5,128.0,Tetracyclines,human
Austria,2024,human,S. Typhimurium (mono),TGC,0.0,128.0,Tetracyclines,human
Austria,2024,human,S. Typhimurium (mono),TMP,3.9,128.0,Trimethoprim,human
Austria,2024,human,Salmonella spp.,AMP,15.0,1378.0,Penicillins,human
Austria,2024,human,Salmonella spp.,AZM,0.7,1378.0,Macrolides,human
Austria,2024,human,Salmonella spp.,CAZ,1.8,1378.0,Cephalosporins,human
Austria,2024,human,Salmonella spp.,CHL,3.5,1378.0,Phenicols,human
Austria,2024,human,Salmonella spp.,CIP,23.5,1378.0,Fluoroquinolones,human
Austria,2024,human,Salmonella spp.,CTX,2.0,1378.0,Cephalosporins,human
Austria,2024,human,Salmonella spp.,GEN,1.6,1378.0,Aminoglycosides,human
Austria,2024,human,Salmonella spp.,MEM,0.0,1378.0,Carbapenems,human
Austria,2024,human,Salmonella spp.,NAL,23.0,1378.0,Quinolones,human
Austria,2024,human,Salmonella spp.,SMX,12.6,1378.0,Sulfonamides,human
Austria,2024,human,Salmonella spp.,TET,16.1,1378.0,Tetracyclines,human
Austria,2024,human,Salmonella spp.,TGC,0.9,1378.0,Tetracyclines,human
Austria,2024,human,Salmonella spp.,TMP,3.0,1378.0,Trimethoprim,human
Austria,2024,laying_hens,S. Enteritidis,AMK,0.0,15.0,Aminoglycosides,animal
Austria,2024,laying_hens,S. Enteritidis,AMP,0.0,15.0,Penicillins,animal
Austria,2024,laying_hens,S. Enteritidis,AZM,0.0,15.0,Macrolides,animal
Austria,2024,laying_hens,S. Enteritidis,CAZ,0.0,15.0,Cephalosporins,animal
Austria,2024,laying_hens,S. Enteritidis,CHL,0.0,15.0,Phenicols,animal
Austria,2024,laying_hens,S. Enteritidis,CIP,0.0,15.0,Fluoroquinolones,animal
Austria,2024,laying_hens,S. Enteritidis,COL,0.0,15.0,Polymyxins,animal
Austria,2024,laying_hens,S. Enteritidis,CTX,0.0,15.0,Cephalosporins,animal
Austria,2024,laying_hens,S. Enteritidis,GEN,0.0,15.0,Aminoglycosides,animal
Austria,2024,laying_hens,S. Enteritidis,MEM,0.0,15.0,Carbapenems,animal
Austria,2024,laying_hens,S. Enteritidis,NAL,0.0,15.0,Quinolones,animal
Austria,2024,laying_hens,S. Enteritidis,SMX,0.0,15.0,Sulfonamides,animal
Austria,2024,laying_hens,S. Enteritidis,TET,0.0,15.0,Tetracyclines,animal
Austria,2024,laying_hens,S. Enteritidis,TGC,0.0,15.0,Tetracyclines,animal
