country,year,matrix,organism,antibiotic,percent_resistant,n_isolates,antibiotic_class,matrix_group
Estonia,2023,bovine_meat,E. coli (ESBL/AmpC),AmpC_PHENO,0.0,150.0,Other,meat
Estonia,2023,bovine_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,2.0,150.0,Other,meat
Estonia,2023,bovine_meat,E. coli (ESBL/AmpC),ESBL_PHENO,1.1122222222222222,150.0,Other,meat
Estonia,2023,pig_meat,E. coli (ESBL/AmpC),AmpC_PHENO,1.33,150.0,Other,meat
Estonia,2023,pig_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,3.335,150.0,Other,meat
Estonia,2023,pig_meat,E. coli (ESBL/AmpC),ESBL_PHENO,2.6655555555555557,150.0,Other,meat
Estonia,2023,pigs,C. coli,CHL,0.0,140.0,Phenicols,animal
Estonia,2023,pigs,C. coli,CIP,27.1,140.0,Fluoroquinolones,animal
Estonia,2023,pigs,C. coli,ERY,0.7,140.0,Macrolides,animal
Estonia,2023,pigs,C. coli,ETP,0.0,140.0,Carbapenems,animal
Estonia,2023,pigs,C. coli,GEN,0.0,140.0,Aminoglycosides,animal
Estonia,2023,pigs,C. coli,TET,75.7,140.0,Tetracyclines,animal
Estonia,2023,pigs,C. jejuni,CHL,0.0,4.0,Phenicols,animal
Estonia,2023,pigs,C. jejuni,CIP,0.0,4.0,Fluoroquinolones,animal
Estonia,2023,pigs,C. jejuni,ERY,0.0,4.0,Macrolides,animal
Estonia,2023,pigs,C. jejuni,ETP,0.0,4.0,Carbapenems,animal
Estonia,2023,pigs,C. jejuni,GEN,0.0,4.0,Aminoglycosides,animal
Estonia,2023,pigs,C. jejuni,TET,75.0,4.0,Tetracyclines,animal
Estonia,2023,pigs,E. coli,AMK,1.3,151.0,Aminoglycosides,animal
Estonia,2023,pigs,E. coli,AMP,24.5,151.0,Penicillins,animal
Estonia,2023,pigs,E. coli,AZM,0.0,151.0,Macrolides,animal
Estonia,2023,pigs,E. coli,CAZ,0.0,151.0,Cephalosporins,animal
Estonia,2023,pigs,E. coli,CHL,3.3,151.0,Phenicols,animal
Estonia,2023,pigs,E. coli,CIP,2.6,151.0,Fluoroquinolones,animal
Estonia,2023,pigs,E. coli,COL,0.0,151.0,Polymyxins,animal
Estonia,2023,pigs,E. coli,CTX,0.0,151.0,Cephalosporins,animal
Estonia,2023,pigs,E. coli,GEN,0.0,151.0,Aminoglycosides,animal
Estonia,2023,pigs,E. coli,MEM,0.0,151.0,Carbapenems,animal
Estonia,2023,pigs,E. coli,NAL,2.0,151.0,Quinolones,animal
Estonia,2023,pigs,E. coli,SMX,23.2,151.0,Sulfonamides,animal
Estonia,2023,pigs,E. coli,TET,35.8,151.0,Tetracyclines,animal
Estonia,2023,pigs,E. coli,TGC,3.3,151.0,Tetracyclines,animal
Estonia,2023,pigs,E. coli,TMP,16.6,151.0,Trimethoprim,animal
Estonia,2023,pigs,E. coli (ESBL/AmpC),AmpC_PHENO,6.33,158.0,Other,animal
Estonia,2023,pigs,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,8.545,158.0,Other,animal
Estonia,2023,pigs,E. coli (ESBL/AmpC),ESBL_PHENO,4.01,158.0,Other,animal
Estonia,2023,pigs,S. Derby,AMK,0.0,8.0,Aminoglycosides,animal
Estonia,2023,pigs,S. Derby,AMP,37.5,8.0,Penicillins,animal
Estonia,2023,pigs,S. Derby,AZM,0.0,8.0,Macrolides,animal
Estonia,2023,pigs,S. Derby,CAZ,0.0,8.0,Cephalosporins,animal
Estonia,2023,pigs,S. Derby,CHL,12.5,8.0,Phenicols,animal
Estonia,2023,pigs,S. Derby,CIP,12.5,8.0,Fluoroquinolones,animal
Estonia,2023,pigs,S. Derby,COL,0.0,8.0,Polymyxins,animal
Estonia,2023,pigs,S. Derby,CTX,0.0,8.0,Cephalosporins,animal
Estonia,2023,pigs,S. Derby,GEN,0.0,8.0,Aminoglycosides,animal
Estonia,2023,pigs,S. Derby,MEM,0.0,8.0,Carbapenems,animal
Estonia,2023,pigs,S. Derby,NAL,0.0,8.0,Quinolones,animal
Estonia,2023,pigs,S. Derby,SMX,37.5,8.0,Sulfonamides,animal
Estonia,2023,pigs,S. Derby,TET,37.5,8.0,Tetracyclines,animal
Estonia,2023,pigs,S. Derby,TGC,37.5,8.0,Tetracyclines,animal
Estonia,2023,pigs,S. Derby,TMP,37.5,8.0,Trimethoprim,animal
Estonia,2023,pigs,S. Typhimurium (mono),AMK,0.0,5.0,Aminoglycosides,animal
Estonia,2023,pigs,S. Typhimurium (mono),AMP,100.0,5.0,Penicillins,animal
Estonia,2023,pigs,S. Typhimurium (mono),AZM,0.0,5.0,Macrolides,animal
Estonia,2023,pigs,S. Typhimurium (mono),CAZ,0.0,5.0,Cephalosporins,animal
Estonia,2023,pigs,S. Typhimurium (mono),CHL,0.0,5.0,Phenicols,animal
Estonia,2023,pigs,S. Typhimurium (mono),CIP,0.0,5.0,Fluoroquinolones,animal
Estonia,2023,pigs,S. Typhimurium (mono),COL,20.0,5.0,Polymyxins,animal
Estonia,2023,pigs,S. Typhimurium (mono),CTX,0.0,5.0,Cephalosporins,animal
Estonia,2023,pigs,S. Typhimurium (mono),GEN,0.0,5.0,Aminoglycosides,animal
Estonia,2023,pigs,S. Typhimurium (mono),MEM,0.0,5.0,Carbapenems,animal
Estonia,2023,pigs,S. Typhimurium (mono),NAL,0.0,5.0,Quinolones,animal
Estonia,2023,pigs,S. Typhimurium (mono),SMX,100.0,5.0,Sulfonamides,animal
Estonia,2023,pigs,S. Typhimurium (mono),TET,100.0,5.0,Tetracyclines,animal
Estonia,2023,pigs,S. Typhimurium (mono),TGC,20.0,5.0,Tetracyclines,animal
Estonia,2023,pigs,S. Typhimurium (mono),TMP,0.0,5.0,Trimethoprim,animal
Estonia,2023,pigs,Salmonella spp.,AMK,0.0,14.0,Aminoglycosides,animal
Estonia,2023,pigs,Salmonella spp.,AMP,57.1,14.0,Penicillins,animal
Estonia,2023,pigs,Salmonella spp.,AZM,0.0,14.0,Macrolides,animal
Estonia,2023,pigs,Salmonella spp.,CAZ,0.0,14.0,Cephalosporins,animal
Estonia,2023,pigs,Salmonella spp.,CHL,7.1,14.0,Phenicols,animal
Estonia,2023,pigs,Salmonella spp.,CIP,7.1,14.0,Fluoroquinolones,animal
Estonia,2023,pigs,Salmonella spp.,COL,7.1,14.0,Polymyxins,animal
Estonia,2023,pigs,Salmonella spp.,CTX,0.0,14.0,Cephalosporins,animal
Estonia,2023,pigs,Salmonella spp.,GEN,0.0,14.0,Aminoglycosides,animal
Estonia,2023,pigs,Salmonella spp.,MEM,0.0,14.0,Carbapenems,animal
Estonia,2023,pigs,Salmonella spp.,NAL,0.0,14.0,Quinolones,animal
Estonia,2023,pigs,Salmonella spp.,SMX,57.1,14.0,Sulfonamides,animal
Estonia,2023,pigs,Salmonella spp.,TET,57.1,14.0,Tetracyclines,animal
Estonia,2023,pigs,Salmonella spp.,TGC,35.7,14.0,Tetracyclines,animal
Estonia,2023,pigs,Salmonella spp.,TMP,21.4,14.0,Trimethoprim,animal
Estonia,2024,broiler_meat,E. coli (ESBL/AmpC),AmpC_PHENO,12.7,150.0,Other,meat
Estonia,2024,broiler_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,27.0,150.0,Other,meat
Estonia,2024,broiler_meat,E. coli (ESBL/AmpC),ESBL_PHENO,15.799999999999999,150.0,Other,meat
Estonia,2024,broilers,C. jejuni,CHL,0.0,13.0,Phenicols,animal
Estonia,2024,broilers,C. jejuni,CIP,30.8,13.0,Fluoroquinolones,animal
Estonia,2024,broilers,C. jejuni,ERY,0.0,13.0,Macrolides,animal
Estonia,2024,broilers,C. jejuni,ETP,0.0,13.0,Carbapenems,animal
Estonia,2024,broilers,C. jejuni,GEN,0.0,13.0,Aminoglycosides,animal
Estonia,2024,broilers,C. jejuni,TET,23.1,13.0,Tetracyclines,animal
Estonia,2024,broilers,E. coli,AMK,0.7,152.0,Aminoglycosides,animal
Estonia,2024,broilers,E. coli,AMP,21.1,152.0,Penicillins,animal
Estonia,2024,broilers,E. coli,AZM,0.7,152.0,Macrolides,animal
Estonia,2024,broilers,E. coli,CAZ,2.6,152.0,Cephalosporins,animal
Estonia,2024,broilers,E. coli,CHL,2.0,152.0,Phenicols,animal
Estonia,2024,broilers,E. coli,CIP,42.1,152.0,Fluoroquinolones,animal
Estonia,2024,broilers,E. coli,COL,0.7,152.0,Polymyxins,animal
Estonia,2024,broilers,E. coli,CTX,2.6,152.0,Cephalosporins,animal
Estonia,2024,broilers,E. coli,GEN,0.7,152.0,Aminoglycosides,animal
Estonia,2024,broilers,E. coli,MEM,0.0,152.0,Carbapenems,animal
Estonia,2024,broilers,E. coli,NAL,42.1,152.0,Quinolones,animal
Estonia,2024,broilers,E. coli,SMX,7.9,152.0,Sulfonamides,animal
Estonia,2024,broilers,E. coli,TET,10.5,152.0,Tetracyclines,animal
Estonia,2024,broilers,E. coli,TGC,0.0,152.0,Tetracyclines,animal
Estonia,2024,broilers,E. coli,TMP,3.9,152.0,Trimethoprim,animal
Estonia,2024,broilers,E. coli (ESBL/AmpC),AmpC_PHENO,13.8,152.0,Other,animal
Estonia,2024,broilers,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,38.8,152.0,Other,animal
Estonia,2024,broilers,E. coli (ESBL/AmpC),ESBL_PHENO,19.966666666666665,152.0,Other,animal
Estonia,2024,broilers,Salmonella spp.,AMK,0.0,7.0,Aminoglycosides,animal
Estonia,2024,broilers,Salmonella spp.,AMP,0.0,7.0,Penicillins,animal
Estonia,2024,broilers,Salmonella spp.,AZM,0.0,7.0,Macrolides,animal
Estonia,2024,broilers,Salmonella spp.,CAZ,0.0,7.0,Cephalosporins,animal
Estonia,2024,broilers,Salmonella spp.,CHL,0.0,7.0,Phenicols,animal
Estonia,2024,broilers,Salmonella spp.,CIP,0.0,7.0,Fluoroquinolones,animal
Estonia,2024,broilers,Salmonella spp.,COL,0.0,7.0,Polymyxins,animal
Estonia,2024,broilers,Salmonella spp.,CTX,0.0,7.0,Cephalosporins,animal
Estonia,2024,broilers,Salmonella spp.,GEN,0.0,7.0,Aminoglycosides,animal
Estonia,2024,broilers,Salmonella spp.,MEM,0.0,7.0,Carbapenems,animal
Estonia,2024,broilers,Salmonella spp.,NAL,0.0,7.0,Quinolones,animal
Estonia,2024,broilers,Salmonella spp.,SMX,0.0,7.0,Sulfonamides,animal
Estonia,2024,broilers,Salmonella spp.,TET,0.0,7.0,Tetracyclines,animal
Estonia,2024,broilers,Salmonella spp.,TGC,0.0,7.0,Tetracyclines,animal
Estonia,2024,broilers,Salmonella spp.,TMP,0.0,7.0,Trimethoprim,animal
Estonia,2024,human,C. coli,CIP,87.5,24.0,Fluoroquinolones,human
Estonia,2024,human,C. coli,ERY,8.3,24.0,Macrolides,human
Estonia,2024,human,C. coli,GEN,8.3,24.0,Aminoglycosides,human
Estonia,2024,human,C. coli,TET,70.8,24.0,Tetracyclines,human
Estonia,2024,human,C. jejuni,CIP,80.8,281.0,Fluoroquinolones,human
Estonia,2024,human,C. jejuni,ERY,5.7,281.0,Macrolides,human
Estonia,2024,human,C. jejuni,GEN,2.1,281.0,Aminoglycosides,human
Estonia,2024,human,C. jejuni,TET,66.9,281.0,Tetracyclines,human
Estonia,2024,human,S. Enteritidis,AMP,4.2,48.0,Penicillins,human
Estonia,2024,human,S. Enteritidis,AZM,2.1,48.0,Macrolides,human
Estonia,2024,human,S. Enteritidis,CAZ,0.0,48.0,Cephalosporins,human
Estonia,2024,human,S. Enteritidis,CHL,0.0,48.0,Phenicols,human
Estonia,2024,human,S. Enteritidis,CIP,47.9,48.0,Fluoroquinolones,human
Estonia,2024,human,S. Enteritidis,COL,16.7,48.0,Polymyxins,human
Estonia,2024,human,S. Enteritidis,CTX,0.0,48.0,Cephalosporins,human
Estonia,2024,human,S. Enteritidis,GEN,0.0,48.0,Aminoglycosides,human
Estonia,2024,human,S. Enteritidis,MEM,0.0,48.0,Carbapenems,human
Estonia,2024,human,S. Enteritidis,NAL,47.9,48.0,Quinolones,human
Estonia,2024,human,S. Enteritidis,SMX,0.0,48.0,Sulfonamides,human
Estonia,2024,human,S. Enteritidis,TET,0.0,48.0,Tetracyclines,human
Estonia,2024,human,S. Enteritidis,TGC,2.1,48.0,Tetracyclines,human
Estonia,2024,human,S. Enteritidis,TMP,0.0,48.0,Trimethoprim,human
Estonia,2024,human,S. Typhimurium,AMP,13.3,15.0,Penicillins,human
Estonia,2024,human,S. Typhimurium,AZM,0.0,15.0,Macrolides,human
Estonia,2024,human,S. Typhimurium,CAZ,0.0,15.0,Cephalosporins,human
Estonia,2024,human,S. Typhimurium,CHL,0.0,15.0,Phenicols,human
Estonia,2024,human,S. Typhimurium,CIP,0.0,15.0,Fluoroquinolones,human
Estonia,2024,human,S. Typhimurium,COL,0.0,15.0,Polymyxins,human
Estonia,2024,human,S. Typhimurium,CTX,0.0,15.0,Cephalosporins,human
Estonia,2024,human,S. Typhimurium,GEN,0.0,15.0,Aminoglycosides,human
Estonia,2024,human,S. Typhimurium,MEM,0.0,15.0,Carbapenems,human
Estonia,2024,human,S. Typhimurium,NAL,0.0,15.0,Quinolones,human
Estonia,2024,human,S. Typhimurium,SMX,13.3,15.0,Sulfonamides,human
Estonia,2024,human,S. Typhimurium,TET,13.3,15.0,Tetracyclines,human
Estonia,2024,human,S. Typhimurium,TGC,0.0,15.0,Tetracyclines,human
Estonia,2024,human,S. Typhimurium,TMP,0.0,15.0,Trimethoprim,human
Estonia,2024,human,S. Typhimurium (mono),AMP,73.3,15.0,Penicillins,human
Estonia,2024,human,S. Typhimurium (mono),AZM,0.0,15.0,Macrolides,human
Estonia,2024,human,S. Typhimurium (mono),CAZ,0.0,15.0,Cephalosporins,human
Estonia,2024,human,S. Typhimurium (mono),CHL,13.3,15.0,Phenicols,human
Estonia,2024,human,S. Typhimurium (mono),CIP,0.0,15.0,Fluoroquinolones,human
Estonia,2024,human,S. Typhimurium (mono),COL,0.0,15.0,Polymyxins,human
Estonia,2024,human,S. Typhimurium (mono),CTX,0.0,15.0,Cephalosporins,human
Estonia,2024,human,S. Typhimurium (mono),GEN,13.3,15.0,Aminoglycosides,human
Estonia,2024,human,S. Typhimurium (mono),MEM,0.0,15.0,Carbapenems,human
Estonia,2024,human,S. Typhimurium (mono),NAL,0.0,15.0,Quinolones,human
Estonia,2024,human,S. Typhimurium (mono),SMX,73.3,15.0,Sulfonamides,human
Estonia,2024,human,S. Typhimurium (mono),TET,53.3,15.0,Tetracyclines,human
Estonia,2024,human,S. Typhimurium (mono),TGC,13.3,15.0,Tetracyclines,human
Estonia,2024,human,S. Typhimurium (mono),TMP,6.7,15.0,Trimethoprim,human
Estonia,2024,human,Salmonella spp.,AMP,14.8,115.0,Penicillins,human
Estonia,2024,human,Salmonella spp.,AZM,0.9,115.0,Macrolides,human
Estonia,2024,human,Salmonella spp.,CAZ,0.9,115.0,Cephalosporins,human
Estonia,2024,human,Salmonella spp.,CHL,2.6,115.0,Phenicols,human
Estonia,2024,human,Salmonella spp.,CIP,26.1,115.0,Fluoroquinolones,human
Estonia,2024,human,Salmonella spp.,COL,7.0,115.0,Polymyxins,human
Estonia,2024,human,Salmonella spp.,CTX,0.9,115.0,Cephalosporins,human
Estonia,2024,human,Salmonella spp.,GEN,1.7,115.0,Aminoglycosides,human
Estonia,2024,human,Salmonella spp.,MEM,0.0,115.0,Carbapenems,human
Estonia,2024,human,Salmonella spp.,NAL,26.1,115.0,Quinolones,human
Estonia,2024,human,Salmonella spp.,SMX,14.8,115.0,Sulfonamides,human
Estonia,2024,human,Salmonella spp.,TET,13.0,115.0,Tetracyclines,human
Estonia,2024,human,Salmonella spp.,TGC,5.2,115.0,Tetracyclines,human
Estonia,2024,human,Salmonella spp.,TMP,1.7,115.0,Trimethoprim,human
Estonia,2024,laying_hens,Salmonella spp.,AMK,0.0,1.0,Aminoglycosides,animal
Estonia,2024,laying_hens,Salmonella spp.,AMP,0.0,1.0,Penicillins,animal
Estonia,2024,laying_hens,Salmonella spp.,AZM,0.0,1.0,Macrolides,animal
Estonia,2024,laying_hens,Salmonella spp.,CAZ,0.0,1.0,Cephalosporins,animal
Estonia,2024,laying_hens,Salmonella spp.,CHL,0.0,1.0,Phenicols,animal
Estonia,2024,laying_hens,Salmonella spp.,CIP,0.0,1.0,Fluoroquinolones,animal
Estonia,2024,laying_hens,Salmonella spp.,COL,0.0,1.0,Polymyxins,animal
Estonia,2024,laying_hens,Salmonella spp.,CTX,0.0,1.0,Cephalosporins,animal
Estonia,2024,laying_hens,Salmonella spp.,GEN,0.0,1.0,Aminoglycosides,animal
Estonia,2024,laying_hens,Salmonella spp.,MEM,0.0,1.0,Carbapenems,animal
Estonia,2024,laying_hens,Salmonella spp.,NAL,0.0,1.0,Quinolones,animal
Estonia,2024,laying_hens,Salmonella spp.,SMX,0.0,1.0,Sulfonamides,animal
Estonia,2024,laying_hens,Salmonella spp.,TET,0.0,1.0,Tetracyclines,animal
Estonia,2024,laying_hens,Salmonella spp.,TGC,0.0,1.0,Tetracyclines,animal
Estonia,2024,laying_hens,Salmonella spp.,TMP,0.0,1.0,Trimethoprim,animal
Estonia,2024,turkey_meat,E. coli (ESBL/AmpC),AmpC_PHENO,2.1,143.0,Other,meat
Estonia,2024,turkey_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,16.45,143.0,Other,meat
Estonia,2024,turkey_meat,E. coli (ESBL/AmpC),ESBL_PHENO,10.5,143.0,Other,meat
Estonia,2024,turkeys,Salmonella spp.,AMK,0.0,1.0,Aminoglycosides,animal
Estonia,2024,turkeys,Salmonella spp.,AMP,0.0,1.0,Penicillins,animal
Estonia,2024,turkeys,Salmonella spp.,AZM,0.0,1.0,Macrolides,animal
Estonia,2024,turkeys,Salmonella spp.,CAZ,0.0,1.0,Cephalosporins,animal
Estonia,2024,turkeys,Salmonella spp.,CHL,0.0,1.0,Phenicols,animal
Estonia,2024,turkeys,Salmonella spp.,CIP,0.0,1.0,Fluoroquinolones,animal
Estonia,2024,turkeys,Salmonella spp.,COL,0.0,1.0,Polymyxins,animal
Estonia,2024,turkeys,Salmonella spp.,CTX,0.0,1.0,Cephalosporins,animal
Estonia,2024,turkeys,Salmonella spp.,GEN,0.0,1.0,Aminoglycosides,animal
Estonia,2024,turkeys,Salmonella spp.,MEM,0.0,1.0,Carbapenems,animal
Estonia,2024,turkeys,Salmonella spp.,NAL,0.0,1.0,Quinolones,animal
Estonia,2024,turkeys,Salmonella spp.,SMX,0.0,1.0,Sulfonamides,animal
Estonia,2024,turkeys,Salmonella spp.,TET,0.0,1.0,Tetracyclines,animal
Estonia,2024,turkeys,Salmonella spp.,TGC,0.0,1.0,Tetracyclines,animal
Estonia,2024,turkeys,Salmonella spp.,TMP,0.0,1.0,Trimethoprim,animal
Finland,2023,bovine_meat,E. coli (ESBL/AmpC),AmpC_PHENO,0.0,299.0,Other,meat
Finland,2023,bovine_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,0.165,299.0,Other,meat
Finland,2023,bovine_meat,E. coli (ESBL/AmpC),ESBL_PHENO,0.33,299.0,Other,meat
Finland,2023,pig_meat,E. coli (ESBL/AmpC),AmpC_PHENO,0.0,302.0,Other,meat
Finland,2023,pig_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,0.0,302.0,Other,meat
Finland,2023,pig_meat,E. coli (ESBL/AmpC),ESBL_PHENO,0.0,302.0,Other,meat
Finland,2023,pigs,C. coli,CHL,0.0,175.0,Phenicols,animal
Finland,2023,pigs,C. coli,CIP,27.4,175.0,Fluoroquinolones,animal
Finland,2023,pigs,C. coli,ERY,0.6,175.0,Macrolides,animal
Finland,2023,pigs,C. coli,ETP,0.0,175.0,Carbapenems,animal
Finland,2023,pigs,C. coli,GEN,0.0,175.0,Aminoglycosides,animal
Finland,2023,pigs,C. coli,TET,0.0,175.0,Tetracyclines,animal
Finland,2023,pigs,C. jejuni,CHL,0.0,5.0,Phenicols,animal
Finland,2023,pigs,C. jejuni,CIP,60.0,5.0,Fluoroquinolones,animal
Finland,2023,pigs,C. jejuni,ERY,0.0,5.0,Macrolides,animal
Finland,2023,pigs,C. jejuni,ETP,0.0,5.0,Carbapenems,animal
Finland,2023,pigs,C. jejuni,GEN,0.0,5.0,Aminoglycosides,animal
Finland,2023,pigs,C. jejuni,TET,0.0,5.0,Tetracyclines,animal
Finland,2023,pigs,E. coli,AMK,0.0,170.0,Aminoglycosides,animal
Finland,2023,pigs,E. coli,AMP,12.9,170.0,Penicillins,animal
Finland,2023,pigs,E. coli,AZM,0.0,170.0,Macrolides,animal
Finland,2023,pigs,E. coli,CAZ,0.6,170.0,Cephalosporins,animal
Finland,2023,pigs,E. coli,CHL,1.2,170.0,Phenicols,animal
Finland,2023,pigs,E. coli,CIP,0.6,170.0,Fluoroquinolones,animal
Finland,2023,pigs,E. coli,COL,0.0,170.0,Polymyxins,animal
Finland,2023,pigs,E. coli,CTX,0.6,170.0,Cephalosporins,animal
Finland,2023,pigs,E. coli,GEN,0.0,170.0,Aminoglycosides,animal
Finland,2023,pigs,E. coli,MEM,0.0,170.0,Carbapenems,animal
Finland,2023,pigs,E. coli,NAL,0.6,170.0,Quinolones,animal
Finland,2023,pigs,E. coli,SMX,11.8,170.0,Sulfonamides,animal
Finland,2023,pigs,E. coli,TET,16.5,170.0,Tetracyclines,animal
Finland,2023,pigs,E. coli,TGC,0.0,170.0,Tetracyclines,animal
Finland,2023,pigs,E. coli,TMP,10.0,170.0,Trimethoprim,animal
Finland,2023,pigs,E. coli (ESBL/AmpC),AmpC_PHENO,6.33,300.0,Other,animal
Finland,2023,pigs,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,3.165,300.0,Other,animal
Finland,2023,pigs,E. coli (ESBL/AmpC),ESBL_PHENO,0.0,300.0,Other,animal
Finland,2024,broiler_meat,E. coli (ESBL/AmpC),AmpC_PHENO,0.0,290.0,Other,meat
Finland,2024,broiler_meat,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,0.15,290.0,Other,meat
Finland,2024,broiler_meat,E. coli (ESBL/AmpC),ESBL_PHENO,0.3,290.0,Other,meat
Finland,2024,broilers,C. coli,CHL,0.0,2.0,Phenicols,animal
Finland,2024,broilers,C. coli,CIP,0.0,2.0,Fluoroquinolones,animal
Finland,2024,broilers,C. coli,ERY,0.0,2.0,Macrolides,animal
Finland,2024,broilers,C. coli,ETP,0.0,2.0,Carbapenems,animal
Finland,2024,broilers,C. coli,GEN,0.0,2.0,Aminoglycosides,animal
Finland,2024,broilers,C. coli,TET,0.0,2.0,Tetracyclines,animal
Finland,2024,broilers,C. jejuni,CHL,0.0,108.0,Phenicols,animal
Finland,2024,broilers,C. jejuni,CIP,10.2,108.0,Fluoroquinolones,animal
Finland,2024,broilers,C. jejuni,ERY,0.0,108.0,Macrolides,animal
Finland,2024,broilers,C. jejuni,ETP,0.0,108.0,Carbapenems,animal
Finland,2024,broilers,C. jejuni,GEN,0.0,108.0,Aminoglycosides,animal
Finland,2024,broilers,C. jejuni,TET,1.9,108.0,Tetracyclines,animal
Finland,2024,broilers,E. coli,AMK,0.0,170.0,Aminoglycosides,animal
Finland,2024,broilers,E. coli,AMP,2.9,170.0,Penicillins,animal
Finland,2024,broilers,E. coli,AZM,0.0,170.0,Macrolides,animal
Finland,2024,broilers,E. coli,CAZ,0.0,170.0,Cephalosporins,animal
Finland,2024,broilers,E. coli,CHL,0.0,170.0,Phenicols,animal
Finland,2024,broilers,E. coli,CIP,2.4,170.0,Fluoroquinolones,animal
Finland,2024,broilers,E. coli,COL,0.0,170.0,Polymyxins,animal
Finland,2024,broilers,E. coli,CTX,0.0,170.0,Cephalosporins,animal
Finland,2024,broilers,E. coli,GEN,1.2,170.0,Aminoglycosides,animal
Finland,2024,broilers,E. coli,MEM,0.0,170.0,Carbapenems,animal
Finland,2024,broilers,E. coli,NAL,2.4,170.0,Quinolones,animal
Finland,2024,broilers,E. coli,SMX,4.7,170.0,Sulfonamides,animal
Finland,2024,broilers,E. coli,TET,10.0,170.0,Tetracyclines,animal
Finland,2024,broilers,E. coli,TGC,0.0,170.0,Tetracyclines,animal
Finland,2024,broilers,E. coli,TMP,2.4,170.0,Trimethoprim,animal
Finland,2024,broilers,E. coli (ESBL/AmpC),AmpC_PHENO,0.0,305.0,Other,animal
Finland,2024,broilers,E. coli (ESBL/AmpC),ESBL_AmpC_PHENO,0.5,305.0,Other,animal
Finland,2024,broilers,E. coli (ESBL/AmpC),ESBL_PHENO,1.0,305.0,Other,animal
Finland,2024,broilers,Salmonella spp.,AMK,0.0,9.0,Aminoglycosides,animal
Finland,2024,broilers,Salmonella spp.,AMP,0.0,9.0,Penicillins,animal
Finland,2024,broilers,Salmonella spp.,AZM,0.0,9.0,Macrolides,animal
Finland,2024,broilers,Salmonella spp.,CAZ,0.0,9.0,Cephalosporins,animal
Finland,2024,broilers,Salmonella spp.,CHL,0.0,9.0,Phenicols,animal
Finland,2024,broilers,Salmonella spp.,CIP,0.0,9.0,Fluoroquinolones,animal
Finland,2024,broilers,Salmonella spp.,COL,0.0,9.0,Polymyxins,animal
Finland,2024,broilers,Salmonella spp.,CTX,0.0,9.0,Cephalosporins,animal
Finland,2024,broilers,Salmonella spp.,GEN,0.0,9.0,Aminoglycosides,animal
Finland,2024,broilers,Salmonella spp.,MEM,0.0,9.0,Carbapenems,animal
Finland,2024,broilers,Salmonella spp.,NAL,0.0,9.0,Quinolones,animal
Finland,2024,broilers,Salmonella spp.,SMX,0.0,9.0,Sulfonamides,animal
Finland,2024,broilers,Salmonella spp.,TET,0.0,9.0,Tetracyclines,animal
Finland,2024,broilers,Salmonella spp.,TGC,0.0,9.0,Tetracyclines,animal
Finland,2024,broilers,Salmonella spp.,TMP,0.0,9.0,Trimethoprim,animal
Finland,2024,human,C. coli,CIP,81.3,75.0,Fluoroquinolones,human
Finland,2024,human,C. coli,ERY,14.7,75.0,Macrolides,human
Finland,2024,human,C. coli,TET,56.4,39.0,Tetracyclines,human
Finland,2024,human,C. jejuni,CIP,58.4,923.0,Fluoroquinolones,human
Finland,2024,human,C. jejuni,ERY,1.6,927.0,Macrolides,human
Finland,2024,human,C. jejuni,TET,28.6,398.0,Tetracyclines,human
Finland,2024,human,S. Enteritidis,AMP,0.0,21.0,Penicillins,human
Finland,2024,human,S. Enteritidis,CHL,0.0,21.0,Phenicols,human
Finland,2024,human,S. Enteritidis,CIP,33.3,21.0,Fluoroquinolones,human
Finland,2024,human,S. Enteritidis,CTX,0.0,21.0,Cephalosporins,human
Finland,2024,human,S. Enteritidis,GEN,0.0,21.0,Aminoglycosides,human
Finland,2024,human,S. Enteritidis,MEM,0.0,21.0,Carbapenems,human
Finland,2024,human,S. Enteritidis,NAL,33.3,21.0,Quinolones,human
Finland,2024,human,S. Enteritidis,TET,0.0,21.0,Tetracyclines,human
Finland,2024,human,S. Enteritidis,TMP,0.0,21.0,Trimethoprim,human
Finland,2024,human,S. Typhimurium,AMP,0.0,42.0,Penicillins,human
Finland,2024,human,S. Typhimurium,CHL,0.0,42.0,Phenicols,human
Finland,2024,human,S. Typhimurium,CIP,2.4,42.0,Fluoroquinolones,human
Finland,2024,human,S. Typhimurium,CTX,0.0,42.0,Cephalosporins,human
Finland,2024,human,S. Typhimurium,GEN,0.0,42.0,Aminoglycosides,human
Finland,2024,human,S. Typhimurium,MEM,0.0,42.0,Carbapenems,human
Finland,2024,human,S. Typhimurium,NAL,0.0,42.0,Quinolones,human
Finland,2024,human,S. Typhimurium,TET,9.5,42.0,Tetracyclines,human
