country,matrix_group,organism,mean_pct,std_pct,max_pct,n_ab,embed_x,embed_y,cluster_id,cluster_method,embed_method
Hungary,human,S. Derby,10.0,7.711751494382525,18.4,10,6.490178,3.5620873,1,HDBSCAN,UMAP
Hungary,human,S. Enteritidis,4.500000000000001,10.381500640830092,33.7,10,6.2179017,0.8036036,1,HDBSCAN,UMAP
Hungary,human,S. Infantis,25.920000000000005,30.95673683635851,83.2,10,4.2220697,9.777457,2,HDBSCAN,UMAP
Hungary,human,S. Typhimurium,9.379999999999999,7.33375756348681,20.4,10,5.7617397,2.516688,1,HDBSCAN,UMAP
Hungary,human,S. Typhimurium (mono),25.77,32.5231558534326,81.6,10,7.370845,5.840084,1,HDBSCAN,UMAP
Hungary,human,Salmonella spp.,15.870000000000001,15.144052738066296,40.5,10,6.936051,4.1402783,1,HDBSCAN,UMAP
Hungary,meat,E. coli (ESBL/AmpC),9.786611952861954,5.611693492117066,14.228750000000002,3,16.814209,4.205086,0,HDBSCAN,UMAP
Iceland,animal,C. coli,13.166666666666666,32.25161494664518,79.0,6,1.3959904,11.425297,2,HDBSCAN,UMAP
Iceland,animal,C. jejuni,0.0,0.0,0.0,6,0.7453419,11.3653555,2,HDBSCAN,UMAP
Iceland,animal,E. coli,3.6133333333333337,5.819225116145702,17.05,15,4.810363,1.6046455,1,HDBSCAN,UMAP
Iceland,animal,E. coli (ESBL/AmpC),0.19425019425019427,0.17803324378227817,0.34965034965034963,3,18.405985,2.6241412,0,HDBSCAN,UMAP
Iceland,animal,Salmonella spp.,6.666666666666667,17.59328876372492,50.0,15,6.005845,3.3601313,1,HDBSCAN,UMAP
Iceland,human,C. jejuni,17.766666666666666,20.370648819645716,40.0,3,2.732776,10.715739,2,HDBSCAN,UMAP
Iceland,human,S. Typhimurium,0.0,0.0,0.0,7,6.496555,1.1688026,1,HDBSCAN,UMAP
Iceland,human,Salmonella spp.,1.6857142857142857,3.839456806818977,10.3,7,6.4963436,1.1463652,1,HDBSCAN,UMAP
Iceland,meat,E. coli (ESBL/AmpC),0.0,0.0,0.0,3,18.491346,2.6892886,0,HDBSCAN,UMAP
Ireland,animal,C. coli,24.583333333333332,26.232479867523015,65.73333333333333,6,5.0797024,8.912135,2,HDBSCAN,UMAP
Ireland,animal,C. jejuni,11.438888888888888,17.23959804463958,41.53333333333333,6,0.98328155,11.306211,2,HDBSCAN,UMAP
Ireland,animal,E. coli,11.22,15.741542450794292,46.300000000000004,15,7.6745014,3.8821712,1,HDBSCAN,UMAP
Ireland,animal,E. coli (ESBL/AmpC),8.123148148148148,2.868796384456946,11.238333333333332,3,17.242716,4.4585743,0,HDBSCAN,UMAP
Ireland,animal,S. Derby,3.8666666666666667,4.3730778090275875,12.0,15,4.6961975,1.3694736,1,HDBSCAN,UMAP
Ireland,animal,S. Infantis,26.666666666666668,45.77377082170634,100.0,15,4.6519175,5.767629,1,HDBSCAN,UMAP
Ireland,animal,S. Typhimurium,22.453333333333337,30.440618227875042,86.7,15,8.095506,6.49626,1,HDBSCAN,UMAP
Ireland,animal,S. Typhimurium (mono),26.55333333333333,36.97396510029855,98.3,15,7.9782953,6.7550154,1,HDBSCAN,UMAP
Ireland,animal,Salmonella spp.,8.769444444444444,12.108121399952132,39.70833333333333,15,5.666346,3.5293672,1,HDBSCAN,UMAP
Ireland,human,C. coli,29.766666666666666,16.900098619041646,42.9,3,6.756097,4.976961,1,HDBSCAN,UMAP
Ireland,human,C. jejuni,23.233333333333334,19.352088603903542,38.6,3,2.8114293,10.654797,2,HDBSCAN,UMAP
Ireland,human,S. Enteritidis,5.014285714285714,9.039473873632685,24.3,14,3.7172449,3.770689,1,HDBSCAN,UMAP
Ireland,human,S. Typhimurium,6.05,9.037847769667971,23.1,14,5.975477,3.1260617,1,HDBSCAN,UMAP
Ireland,human,S. Typhimurium (mono),20.0,34.64916471409686,96.7,14,7.0249553,6.9605713,1,HDBSCAN,UMAP
Ireland,human,Salmonella spp.,6.728571428571429,7.6761797962095875,21.6,14,5.5932217,2.8638916,1,HDBSCAN,UMAP
Ireland,meat,E. coli,6.12,8.754907807297899,30.275,15,6.088319,2.9011645,1,HDBSCAN,UMAP
Ireland,meat,E. coli (ESBL/AmpC),3.3206018518518516,1.8707341408029747,5.046250000000001,3,18.101526,3.5333538,0,HDBSCAN,UMAP
Italy,animal,C. coli,37.204166666666666,34.41414104938065,80.65,6,5.3005195,9.750488,2,HDBSCAN,UMAP
Italy,animal,C. jejuni,34.80416666666667,35.97610115294133,84.25,6,4.4750953,9.897825,2,HDBSCAN,UMAP
Italy,animal,E. coli,22.941666666666666,25.64342833294072,67.95,15,8.3109255,5.5307317,1,HDBSCAN,UMAP
Italy,animal,E. coli (ESBL/AmpC),29.07166666666667,20.73625151958119,49.8125,3,16.316317,5.351815,0,HDBSCAN,UMAP
Italy,animal,E. faecalis,25.17056530214425,34.1405834388889,100.0,12,5.21693,8.986157,2,HDBSCAN,UMAP
Italy,animal,E. faecium,15.335094790928418,26.461411112691934,82.88400070871722,12,5.5140915,8.8390665,2,HDBSCAN,UMAP
Italy,animal,S. Derby,10.859999999999998,17.511212734375977,55.6,15,6.16009,5.335432,1,HDBSCAN,UMAP
Italy,animal,S. Enteritidis,8.053333333333333,12.943165138772038,37.5,15,3.2578826,2.4554286,1,HDBSCAN,UMAP
Italy,animal,S. Infantis,27.38716049382716,32.42367905536834,78.75925925925925,15,5.235298,5.796268,1,HDBSCAN,UMAP
Italy,animal,S. Kentucky,14.313333333333333,34.58377234374251,99.35,15,4.0597177,4.803675,1,HDBSCAN,UMAP
Italy,animal,S. Typhimurium,28.89,36.44246051752582,100.0,15,8.270401,6.465984,1,HDBSCAN,UMAP
Italy,animal,S. Typhimurium (mono),21.93,38.05523617059812,97.35,15,7.390003,7.045006,1,HDBSCAN,UMAP
Italy,animal,Salmonella spp.,16.66719919191919,17.2970129575541,42.72347878787879,15,7.2904105,4.5355506,1,HDBSCAN,UMAP
Italy,human,C. coli,40.75000000000001,40.925175625768546,81.5,4,4.137362,9.939656,2,HDBSCAN,UMAP
Italy,human,C. jejuni,36.15,40.90399328508974,78.0,4,4.013187,10.433233,2,HDBSCAN,UMAP
Italy,human,S. Derby,6.942857142857142,10.831415440262663,32.8,14,5.7864566,3.700462,1,HDBSCAN,UMAP
Italy,human,S. Enteritidis,10.821428571428571,13.295064357261918,37.1,14,3.3561773,2.5150123,1,HDBSCAN,UMAP
Italy,human,S. Infantis,28.11428571428572,26.317173601540617,62.9,14,8.842639,4.857319,1,HDBSCAN,UMAP
Italy,human,S. Typhimurium,15.378571428571432,18.883618402097728,53.5,14,6.3060827,4.8429403,1,HDBSCAN,UMAP
Italy,human,S. Typhimurium (mono),24.692857142857143,34.56537761504031,89.0,14,7.265454,6.4891014,1,HDBSCAN,UMAP
Italy,human,Salmonella spp.,15.514285714285714,16.49372174928561,46.2,14,6.8918786,5.3649435,1,HDBSCAN,UMAP
Italy,meat,E. coli,13.336666666666664,13.997161276827661,38.1,15,7.137171,4.00007,1,HDBSCAN,UMAP
Italy,meat,E. coli (ESBL/AmpC),8.726666666666667,5.243750049662296,13.97,3,16.424229,3.957579,0,HDBSCAN,UMAP
Latvia,animal,C. coli,22.349999999999998,32.84056942259071,72.6,6,1.6227516,11.468416,2,HDBSCAN,UMAP
Latvia,animal,C. jejuni,28.208333333333332,37.150362268309934,85.65,6,4.567351,10.259207,2,HDBSCAN,UMAP
Latvia,animal,E. coli,11.486666666666666,12.924802660370634,36.0,15,7.051561,3.8720403,1,HDBSCAN,UMAP
Latvia,animal,E. coli (ESBL/AmpC),13.284722222222223,7.343713029851781,19.8425,3,16.634567,5.0533524,0,HDBSCAN,UMAP
Latvia,animal,S. Derby,7.8933333333333335,12.34037893992532,33.3,15,6.456354,2.7453923,1,HDBSCAN,UMAP
Latvia,animal,S. Infantis,15.555555555555554,27.793646261093063,100.0,15,5.1347957,5.4767966,1,HDBSCAN,UMAP
Latvia,animal,Salmonella spp.,6.433333333333333,8.997334261297832,30.7,15,5.7093515,2.7726688,1,HDBSCAN,UMAP
Latvia,human,C. jejuni,32.44,44.46130902256478,83.8,5,3.7798543,11.669969,2,HDBSCAN,UMAP
Latvia,human,S. Enteritidis,4.085714285714286,8.953800838222248,25.0,14,3.6889446,3.8011837,1,HDBSCAN,UMAP
Latvia,human,S. Typhimurium,1.6500000000000001,4.457793521118163,15.4,14,4.375512,1.0868375,1,HDBSCAN,UMAP
Latvia,human,S. Typhimurium (mono),17.02857142857143,28.638393502736537,76.9,14,6.8197613,6.7088842,1,HDBSCAN,UMAP
Latvia,human,Salmonella spp.,6.464285714285714,7.995153064668151,21.3,14,5.38831,2.7843482,1,HDBSCAN,UMAP
Latvia,meat,E. coli (ESBL/AmpC),6.945092592592592,3.781476144480581,10.2425,3,17.075266,3.9828663,0,HDBSCAN,UMAP
Lithuania,animal,C. coli,31.016666666666666,42.668098934293596,86.5,6,1.8656188,11.618331,2,HDBSCAN,UMAP
Lithuania,animal,C. jejuni,32.9,42.05710403724916,96.1,6,4.7760525,10.281137,2,HDBSCAN,UMAP
Lithuania,animal,E. coli,20.366666666666667,23.679758283837113,60.0,15,8.0268135,4.9949965,1,HDBSCAN,UMAP
Lithuania,animal,E. coli (ESBL/AmpC),18.36777777777778,11.804488827623222,29.0,3,16.45722,5.2986226,0,HDBSCAN,UMAP
Lithuania,animal,S. Derby,12.78,22.697237087993145,66.7,15,6.1260943,5.6444364,1,HDBSCAN,UMAP
Lithuania,animal,S. Enteritidis,6.666666666666667,25.819888974716115,100.0,15,3.2406697,2.4115548,1,HDBSCAN,UMAP
Lithuania,animal,S. Typhimurium,40.0,50.709255283710995,100.0,15,8.347602,6.206762,1,HDBSCAN,UMAP
Lithuania,animal,S. Typhimurium (mono),42.22666666666667,36.66912805591309,100.0,15,8.421911,5.1123276,1,HDBSCAN,UMAP
Lithuania,animal,Salmonella spp.,7.897777777777778,7.794182473055171,22.8,15,4.1164055,2.7462816,1,HDBSCAN,UMAP
Lithuania,human,C. coli,64.3,53.408519919578374,100.0,3,4.015274,10.285335,2,HDBSCAN,UMAP
Lithuania,human,C. jejuni,58.46666666666666,50.75276675545219,95.9,3,3.9609034,10.406485,2,HDBSCAN,UMAP
Lithuania,human,S. Derby,8.344444444444443,11.271990852452719,25.0,9,6.8636875,3.8034737,1,HDBSCAN,UMAP
Lithuania,human,S. Enteritidis,2.6111111111111116,6.0052985863411585,18.5,9,6.4263663,1.0031434,1,HDBSCAN,UMAP
Lithuania,human,S. Infantis,2.988888888888889,3.7401351728394943,7.7,9,6.3951654,1.3231366,1,HDBSCAN,UMAP
Lithuania,human,S. Typhimurium,10.666666666666666,19.078784028338916,60.0,9,6.7396626,5.62791,1,HDBSCAN,UMAP
Lithuania,human,S. Typhimurium (mono),11.744444444444447,29.928669829743153,91.4,9,6.7088065,6.3981657,1,HDBSCAN,UMAP
Lithuania,human,Salmonella spp.,5.866666666666667,8.879752248796134,27.2,9,6.4403734,1.2049508,1,HDBSCAN,UMAP
Lithuania,meat,E. coli (ESBL/AmpC),7.822453703703704,5.862540541749136,13.07875,3,16.891562,4.0333376,0,HDBSCAN,UMAP
Luxembourg,animal,C. coli,32.858333333333334,40.12862340856794,91.9,6,5.197393,10.128811,2,HDBSCAN,UMAP
Luxembourg,animal,C. jejuni,20.0,28.982753492378876,70.0,6,1.9186221,11.122034,2,HDBSCAN,UMAP
Luxembourg,animal,E. coli,6.683333333333334,9.18287744093528,27.25,15,6.309331,2.9444563,1,HDBSCAN,UMAP
Luxembourg,animal,E. coli (ESBL/AmpC),5.216388888888889,2.0933718702220676,7.6325,3,17.695742,3.980528,0,HDBSCAN,UMAP
Luxembourg,animal,S. Derby,1.78,3.956405294853253,13.3,15,4.4477215,1.1453556,1,HDBSCAN,UMAP
Luxembourg,animal,S. Enteritidis,0.0,0.0,0.0,15,-0.017810157,-3.1028256,-1,HDBSCAN,UMAP
Luxembourg,animal,S. Typhimurium,12.213333333333333,18.318759575390263,50.0,15,7.52436,3.5478013,1,HDBSCAN,UMAP
Luxembourg,animal,S. Typhimurium (mono),23.333333333333332,37.16116764786033,100.0,15,8.274311,6.593712,1,HDBSCAN,UMAP
Luxembourg,animal,Salmonella spp.,4.3066666666666675,7.666803311411675,23.96666666666667,15,6.361341,2.5136828,1,HDBSCAN,UMAP
Luxembourg,human,C. coli,51.6,33.89705001913883,72.7,3,4.2897153,9.624299,2,HDBSCAN,UMAP
Luxembourg,human,C. jejuni,33.7,28.944602260179703,59.5,3,3.3010895,10.623088,2,HDBSCAN,UMAP
Luxembourg,human,S. Enteritidis,0.8333333333333334,2.5,7.5,9,6.2491546,0.79693395,1,HDBSCAN,UMAP
Luxembourg,human,S. Typhimurium (mono),24.88888888888889,34.91577166712933,88.0,9,6.927123,6.7864485,1,HDBSCAN,UMAP
Luxembourg,human,Salmonella spp.,7.433333333333334,8.252120939491858,21.2,9,6.2067885,1.0633706,1,HDBSCAN,UMAP
Luxembourg,meat,E. coli (ESBL/AmpC),3.8674999999999997,2.010505222574664,6.015,3,17.962471,3.683615,0,HDBSCAN,UMAP
Malta,animal,C. coli,33.30833333333334,32.17975165638583,74.44999999999999,6,5.1255617,9.530627,2,HDBSCAN,UMAP
Malta,animal,C. jejuni,34.41666666666667,36.715959291113,83.9,6,5.2203417,9.641426,2,HDBSCAN,UMAP
Malta,animal,E. coli,20.489999999999995,22.679617973602895,61.349999999999994,15,8.266025,5.344381,1,HDBSCAN,UMAP
Malta,animal,E. coli (ESBL/AmpC),17.30224481658692,13.790491039409552,29.4075,3,16.409832,5.268595,0,HDBSCAN,UMAP
Malta,animal,S. Derby,8.62,19.732214414867016,58.8,15,5.886079,5.117583,1,HDBSCAN,UMAP
Malta,animal,S. Enteritidis,17.759999999999998,17.196046057160927,33.3,15,6.8635936,4.6341987,1,HDBSCAN,UMAP
Malta,animal,S. Infantis,22.333333333333332,20.51712409068047,50.0,15,8.980343,4.7725687,1,HDBSCAN,UMAP
Malta,animal,S. Kentucky,12.666666666666666,15.453463165566603,40.0,15,6.8073535,3.9820528,1,HDBSCAN,UMAP
Malta,animal,S. Typhimurium,10.0,28.030595529069405,100.0,15,6.59964,6.314907,1,HDBSCAN,UMAP
Malta,animal,S. Typhimurium (mono),15.559999999999999,31.72303804582945,88.9,15,6.9365206,6.9086685,1,HDBSCAN,UMAP
Malta,animal,Salmonella spp.,11.260130718954251,11.567697861020072,31.494117647058825,15,6.834238,3.9299867,1,HDBSCAN,UMAP
Malta,human,C. coli,50.0,52.32590180780452,87.0,2,4.2255216,9.602926,2,HDBSCAN,UMAP
Malta,human,C. jejuni,38.9,36.36660556059638,75.0,5,3.6514606,10.02345,2,HDBSCAN,UMAP
Malta,human,S. Enteritidis,3.3333333333333335,6.843293554032786,17.1,6,5.9940324,2.3208005,1,HDBSCAN,UMAP
Malta,human,Salmonella spp.,4.8999999999999995,8.001499859401362,18.7,6,6.104379,2.2813437,1,HDBSCAN,UMAP
Malta,meat,E. coli (ESBL/AmpC),3.1354166666666665,1.9683203234822662,5.05875,3,18.129263,3.5038655,0,HDBSCAN,UMAP
Median (Mss + United Kingdom (Northern Ireland)),animal,E. coli,14.340000000000002,16.58670078277,40.900000000000006,15,7.6972146,4.4183507,1,HDBSCAN,UMAP
Median (Mss + Xi),meat,E. coli,3.3033333333333332,4.963994167526599,17.45,15,4.6873574,1.4446311,1,HDBSCAN,UMAP
Median (Mss And Non-Mss),animal,E. coli,7.553333333333333,10.862245668018236,31.8,15,6.220031,3.2833085,1,HDBSCAN,UMAP
"Median (Mss, United Kingdom (Northern Ireland), And Non-Mss)",animal,E. coli,13.243333333333334,15.531855130972726,37.35,15,7.586288,4.2550178,1,HDBSCAN,UMAP
"Median (Mss, Xi, And Non-Mss)",meat,E. coli,3.003333333333333,4.549822079200565,15.25,15,4.580863,1.3007572,1,HDBSCAN,UMAP
Median Mss,animal,C. coli,33.449999999999996,36.60396836409954,79.825,6,5.205215,9.936042,2,HDBSCAN,UMAP
Median Mss,animal,C. jejuni,23.73333333333333,33.76174857241057,68.95,6,1.7839882,11.42111,2,HDBSCAN,UMAP
Median Mss,animal,S. Derby,9.46,14.968970286181058,41.65,15,7.510604,3.4946012,1,HDBSCAN,UMAP
Median Mss,animal,S. Enteritidis,0.8309178743961351,2.1927867154787575,6.231884057971013,15,-0.16107805,-2.9312634,-1,HDBSCAN,UMAP
Median Mss,animal,S. Infantis,18.409398749398747,29.540515265945764,70.76709956709956,15,4.702848,5.4095097,1,HDBSCAN,UMAP
Median Mss,animal,S. Kentucky,20.671111111111113,30.32236030376815,80.96666666666667,15,4.377253,5.215706,1,HDBSCAN,UMAP
Median Mss,animal,S. Typhimurium,12.893333333333334,20.928371606392076,55.6,15,6.753347,5.827548,1,HDBSCAN,UMAP
Median Mss,animal,S. Typhimurium (mono),20.003333333333334,38.44370404828833,94.85,15,7.166875,7.1608634,1,HDBSCAN,UMAP
Median Mss,animal,Salmonella spp.,6.646110013324404,8.05317119636077,22.706666666666667,15,5.5397186,3.0226448,1,HDBSCAN,UMAP
Montenegro,animal,E. coli,18.046666666666667,19.600286684006385,61.0,15,8.047684,4.9544096,1,HDBSCAN,UMAP
Montenegro,animal,S. Typhimurium,0.0,0.0,0.0,15,-0.07639517,-3.0444858,-1,HDBSCAN,UMAP
Montenegro,animal,Salmonella spp.,0.0,0.0,0.0,15,0.028933022,-3.119514,-1,HDBSCAN,UMAP
Montenegro,meat,E. coli,23.333333333333332,24.028752618081374,50.0,15,8.287063,4.9794235,1,HDBSCAN,UMAP
Netherland,meat,E. coli (ESBL/AmpC),7.150000000000001,7.15,14.3,3,16.465693,3.9387426,0,HDBSCAN,UMAP
Netherlands,animal,C. coli,34.394444444444446,31.80783562909314,71.89999999999999,6,5.5978026,9.858532,2,HDBSCAN,UMAP
Netherlands,animal,C. jejuni,16.961111111111112,24.49109059471461,53.666666666666664,6,1.5488745,11.236886,2,HDBSCAN,UMAP
Netherlands,animal,E. coli,8.495555555555555,10.821230357728574,28.900000000000002,15,6.653553,2.962388,1,HDBSCAN,UMAP
Netherlands,animal,E. coli (ESBL/AmpC),10.142777777777777,7.2700000636812865,17.41333333333333,3,16.395231,4.0668063,0,HDBSCAN,UMAP
Netherlands,animal,E. faecium,11.291976456009913,19.26774324291205,63.6,12,5.6214,3.682201,1,HDBSCAN,UMAP
Netherlands,animal,S. Derby,1.02,2.2766516767267797,7.7,15,-0.026585715,-2.7236607,-1,HDBSCAN,UMAP
Netherlands,animal,S. Enteritidis,4.3,12.915439265800114,50.65,15,3.3069685,2.4365723,1,HDBSCAN,UMAP
Netherlands,animal,S. Infantis,23.553459119496853,30.78735197916777,68.39622641509433,15,5.083797,5.606495,1,HDBSCAN,UMAP
Netherlands,animal,S. Typhimurium,13.32666666666667,16.366645815135588,44.45,15,7.5542803,3.5676289,1,HDBSCAN,UMAP
Netherlands,animal,S. Typhimurium (mono),19.526666666666667,33.985321761579584,85.7,15,7.5678005,6.9314537,1,HDBSCAN,UMAP
Netherlands,animal,Salmonella spp.,8.286635211786372,7.319956790635001,21.284390055248622,15,4.2590284,2.8089476,1,HDBSCAN,UMAP
Netherlands,human,C. coli,34.275,36.657639040178246,71.4,4,4.2556615,10.050086,2,HDBSCAN,UMAP
Netherlands,human,C. jejuni,26.45,30.579350331010417,61.6,4,3.1932359,10.690538,2,HDBSCAN,UMAP
Netherlands,human,S. Enteritidis,6.7,10.85272032540867,29.9,14,3.6299217,2.713799,1,HDBSCAN,UMAP
Netherlands,human,S. Infantis,17.24285714285714,15.820372177170034,33.3,14,6.77699,4.504464,1,HDBSCAN,UMAP
Netherlands,human,S. Kentucky,28.028571428571432,27.24849829514756,76.9,14,8.909379,4.93739,1,HDBSCAN,UMAP
Netherlands,human,S. Typhimurium,10.414285714285715,13.410894374056038,39.4,14,6.050915,4.474938,1,HDBSCAN,UMAP
Netherlands,human,S. Typhimurium (mono),15.021428571428572,23.838726688099136,64.3,14,6.6351047,6.3107433,1,HDBSCAN,UMAP
Netherlands,human,Salmonella spp.,8.507142857142856,8.069359357443465,21.4,14,4.5958157,3.0039537,1,HDBSCAN,UMAP
Netherlands,meat,E. coli,13.35833333333333,12.66066273748657,35.824999999999996,15,7.0613003,3.9613152,1,HDBSCAN,UMAP
Netherlands,meat,E. coli (ESBL/AmpC),3.3983333333333334,3.298333333333333,6.696666666666666,3,18.198198,3.404925,0,HDBSCAN,UMAP
North Macedonia,animal,E. coli,12.22888888888889,16.944067026762124,60.76666666666667,15,8.105071,4.689504,1,HDBSCAN,UMAP
North Macedonia,animal,E. faecalis,13.541666666666666,23.511562274890636,62.5,12,6.233414,5.147702,1,HDBSCAN,UMAP
North Macedonia,animal,E. faecium,5.808080808080811,10.069016823691381,33.56643356643357,12,5.664115,3.0444088,1,HDBSCAN,UMAP
North Macedonia,meat,E. coli (ESBL/AmpC),0.0,0.0,0.0,3,18.456532,2.648009,0,HDBSCAN,UMAP
Norway,animal,C. coli,4.05,8.1718418976385,20.7,6,0.79228556,11.3182125,2,HDBSCAN,UMAP
Norway,animal,C. jejuni,1.8166666666666667,3.640009157497638,9.1,6,0.6687311,11.428536,2,HDBSCAN,UMAP
Norway,animal,E. coli,1.7833333333333334,2.3078798763821147,7.1,15,4.3205757,1.019672,1,HDBSCAN,UMAP
Norway,animal,E. coli (ESBL/AmpC),5.55487987987988,4.653978978978979,10.208858858858859,3,17.539791,4.4410095,0,HDBSCAN,UMAP
Norway,animal,E. faecalis,13.797814207650276,33.05004917284977,100.0,12,5.57068,7.1603084,1,HDBSCAN,UMAP
Norway,animal,E. faecium,8.909176356589148,19.546425262473644,67.6639534883721,12,5.5121984,3.6998446,1,HDBSCAN,UMAP
Norway,animal,Salmonella spp.,0.0,0.0,0.0,15,0.004495911,-3.1003237,-1,HDBSCAN,UMAP
Norway,human,C. jejuni,14.675,16.99085538360758,33.2,4,2.674046,10.683867,2,HDBSCAN,UMAP
Norway,human,S. Enteritidis,5.142857142857143,7.931342287166183,21.3,7,5.6307936,2.7403758,1,HDBSCAN,UMAP
Norway,human,S. Typhimurium,5.771428571428572,4.476871781990294,10.5,7,5.74487,2.4669542,1,HDBSCAN,UMAP
Norway,human,S. Typhimurium (mono),28.571428571428573,36.45886788723764,86.7,7,6.987615,6.7575936,1,HDBSCAN,UMAP
Norway,human,Salmonella spp.,5.828571428571428,6.001309380936321,14.3,7,5.7259645,2.457568,1,HDBSCAN,UMAP
Norway,meat,E. coli (ESBL/AmpC),0.32625,0.32625,0.6525,3,18.449232,2.670248,0,HDBSCAN,UMAP
Poland,animal,C. coli,39.94444444444445,40.84865653532244,84.26666666666667,6,5.6111093,9.964623,2,HDBSCAN,UMAP
Poland,animal,C. jejuni,31.96666666666667,41.11483511661778,90.9,6,4.5637536,10.366529,2,HDBSCAN,UMAP
Poland,animal,E. coli,27.31555555555556,27.319206182739396,76.16666666666667,15,8.294175,5.4594884,1,HDBSCAN,UMAP
Poland,animal,E. coli (ESBL/AmpC),11.623240441088337,5.619622842440855,18.028333333333332,3,16.966742,4.9852695,0,HDBSCAN,UMAP
Poland,animal,S. Derby,8.34,7.717771699136999,19.4,15,5.154222,2.843985,1,HDBSCAN,UMAP
Poland,animal,S. Enteritidis,11.657777777777776,23.311134963124502,60.564341085271316,15,3.307679,2.4266925,1,HDBSCAN,UMAP
Poland,animal,S. Infantis,23.606493506493507,29.645452303591075,63.63636363636363,15,4.9901285,5.5363946,1,HDBSCAN,UMAP
Poland,animal,S. Kentucky,39.99666666666666,45.77559185334265,100.0,15,8.749852,5.612924,1,HDBSCAN,UMAP
Poland,animal,S. Typhimurium,39.99999999999999,44.00938211660912,100.0,15,8.3250265,6.451854,1,HDBSCAN,UMAP
Poland,animal,S. Typhimurium (mono),21.153333333333332,29.72386887591151,78.3,15,7.271603,6.8042293,1,HDBSCAN,UMAP
Poland,animal,Salmonella spp.,15.857955974842765,17.569001083700392,46.304716981132074,15,4.9208293,4.603499,1,HDBSCAN,UMAP
Poland,human,C. jejuni,36.425,43.661453251123014,87.2,4,3.9955966,10.406192,2,HDBSCAN,UMAP
Poland,human,S. Derby,7.785714285714286,19.79094031826984,54.5,14,3.9538276,4.356383,1,HDBSCAN,UMAP
Poland,human,S. Enteritidis,10.985714285714286,20.42949817309264,55.5,14,3.2924476,2.4878936,1,HDBSCAN,UMAP
Poland,human,S. Infantis,18.62142857142857,22.121836708118504,56.5,14,5.052803,5.3415165,1,HDBSCAN,UMAP
Poland,human,S. Typhimurium,18.400000000000002,22.015099713256244,61.5,14,7.5087957,6.402151,1,HDBSCAN,UMAP
Poland,human,S. Typhimurium (mono),22.857142857142858,33.664949000537504,93.3,14,7.594178,7.0454063,1,HDBSCAN,UMAP
Poland,human,Salmonella spp.,11.792857142857144,17.898021561730665,51.4,14,3.2942228,2.5232446,1,HDBSCAN,UMAP
Poland,meat,E. coli,23.713333333333335,25.718138864751985,73.5,15,8.579286,5.042169,1,HDBSCAN,UMAP
Poland,meat,E. coli (ESBL/AmpC),4.599583086845066,2.222282276600152,7.08,3,17.848581,3.7364764,0,HDBSCAN,UMAP
Portugal,animal,C. coli,43.875,38.356205495330215,90.475,6,5.3850756,9.596764,2,HDBSCAN,UMAP
Portugal,animal,C. jejuni,30.905555555555555,38.30720510508387,86.43333333333334,6,4.426083,10.131673,2,HDBSCAN,UMAP
Portugal,animal,E. coli,18.595000000000002,20.30526233692706,54.325,15,8.067501,5.0189514,1,HDBSCAN,UMAP
Portugal,animal,E. coli (ESBL/AmpC),19.770725227295905,13.34792204542421,32.995,3,16.485378,5.3741193,0,HDBSCAN,UMAP
Portugal,animal,S. Derby,30.0,36.83941988065036,100.0,15,8.423048,5.081167,1,HDBSCAN,UMAP
Portugal,animal,S. Enteritidis,3.806666666666666,8.947642679712322,33.55,15,3.3381653,2.4820185,1,HDBSCAN,UMAP
Portugal,animal,S. Infantis,0.0,0.0,0.0,15,-0.09299224,-3.0317397,-1,HDBSCAN,UMAP
Portugal,animal,S. Typhimurium,21.666666666666668,28.136571693556885,75.0,15,8.106156,6.3280406,1,HDBSCAN,UMAP
Portugal,animal,S. Typhimurium (mono),19.533333333333335,32.9248856526199,89.7,15,7.1008844,7.0128846,1,HDBSCAN,UMAP
Portugal,animal,Salmonella spp.,11.672980952380952,10.874016523083016,35.56778095238095,15,4.831841,2.879854,1,HDBSCAN,UMAP
Portugal,human,C. coli,47.35,44.73794064698702,91.5,4,4.2319846,9.567527,2,HDBSCAN,UMAP
Portugal,human,C. jejuni,40.525,46.7634739941335,90.4,4,4.108804,10.283727,2,HDBSCAN,UMAP
Portugal,human,S. Enteritidis,4.4923076923076914,9.501882404595904,28.0,13,6.220816,0.752766,1,HDBSCAN,UMAP
Portugal,human,S. Typhimurium,16.999999999999996,26.637098190305938,68.5,13,7.6433873,6.4424357,1,HDBSCAN,UMAP
Portugal,human,S. Typhimurium (mono),18.307692307692307,32.79701362264715,94.8,13,6.870899,6.8453355,1,HDBSCAN,UMAP
Portugal,human,Salmonella spp.,11.423076923076923,15.595680697239745,45.1,13,6.7968683,5.1836996,1,HDBSCAN,UMAP
Portugal,meat,E. coli,10.083333333333334,12.959988793352002,40.0,15,6.6382957,3.9808571,1,HDBSCAN,UMAP
Portugal,meat,E. coli (ESBL/AmpC),9.751330406070851,6.615999815644422,16.6075,3,16.823797,4.257631,0,HDBSCAN,UMAP
Romania,animal,C. coli,39.22083333333333,40.3367153368574,92.025,6,5.6621113,9.97978,2,HDBSCAN,UMAP
Romania,animal,C. jejuni,28.65555555555555,39.078659516795476,91.23333333333333,6,2.0457866,11.618014,2,HDBSCAN,UMAP
